[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11.26MiB / 3.871GiB, 0.28%, 136MB / 98.6MB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.906MiB / 125MiB, 4.72%, 598kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.42%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.91%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.906MiB / 125MiB, 4.72%, 598kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.42%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.65%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.38%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 19.99%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.65%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.38%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 19.99%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.48%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.48%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.47%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.49%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.61%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.19%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.47%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.49%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.61%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.19%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.47%, 11.3MiB / 3.871GiB, 0.28%, 147MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 4.68%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.71%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.04%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 4.68%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.71%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.04%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 4.68%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.71%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.73%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.19%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.41%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.73%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.19%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.41%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.54%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.37%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.54%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.37%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.65%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.01%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.85%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.65%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.01%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.85%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.20%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.37%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.20%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 421kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.37%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.20%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.37%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 422kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.62%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.20%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 181kB / 301kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.37%, 29.29MiB / 500MiB, 5.86%, 2.39MB / 422kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.906MiB / 125MiB, 4.72%, 599kB / 341kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.62%, 12.47MiB / 3.871GiB, 0.31%, 103MB / 147MB, 4.66MB / 0B
