[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.01%, 10MiB / 3.871GiB, 0.25%, 37.9MB / 27.9MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.4kB / 87.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.78%, 25.45MiB / 500MiB, 5.09%, 688kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.71%, 11.02MiB / 3.871GiB, 0.28%, 32.2MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.29%, 10.03MiB / 3.871GiB, 0.25%, 45.7MB / 33MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.4kB / 87.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.78%, 25.45MiB / 500MiB, 5.09%, 688kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.71%, 11.02MiB / 3.871GiB, 0.28%, 32.2MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.29%, 10.03MiB / 3.871GiB, 0.25%, 45.7MB / 33MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.4kB / 87.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.78%, 25.45MiB / 500MiB, 5.09%, 688kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.71%, 11.02MiB / 3.871GiB, 0.28%, 32.2MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.97%, 10.03MiB / 3.871GiB, 0.25%, 45.7MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.16%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.35%, 11.02MiB / 3.871GiB, 0.28%, 32.2MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.97%, 10.03MiB / 3.871GiB, 0.25%, 45.7MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.16%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.35%, 11.02MiB / 3.871GiB, 0.28%, 32.2MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.90%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 11.02MiB / 3.871GiB, 0.28%, 32.2MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.90%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 11.02MiB / 3.871GiB, 0.28%, 32.2MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.58%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.89%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.58%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.89%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.62%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.76%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.20%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.62%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.76%, 25.45MiB / 500MiB, 5.09%, 690kB / 123kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.20%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.91%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.99%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.40%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.91%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.5kB / 88kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.99%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.40%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.14%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.53%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.14%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.53%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.27%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.88%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.27%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.88%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.92%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.01%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.47%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.92%, 10.03MiB / 3.871GiB, 0.25%, 45.8MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.852MiB / 125MiB, 4.68%, 177kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.01%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.47%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.03%, 10.03MiB / 3.871GiB, 0.25%, 45.9MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.76%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.852MiB / 125MiB, 4.68%, 178kB / 101kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.21kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.80%, 11.02MiB / 3.871GiB, 0.28%, 32.3MB / 45.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.03%, 10.03MiB / 3.871GiB, 0.25%, 45.9MB / 33.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.031MiB / 50MiB, 4.06%, 55.6kB / 88.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.02MiB / 50MiB, 20.05%, 5.58kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.76%, 25.45MiB / 500MiB, 5.09%, 692kB / 124kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.852MiB / 125MiB, 4.68%, 178kB / 101kB, 160kB / 0B
